F_BUS,T_BUS,BR_R,BR_X,BR_B,RATE_A,RATE_B,RATE_C,TAP,SHIFT,BR_STATUS,ANGMIN,ANGMAX,PF,QF,PT,QT,MU_SF,MU_ST,MU_ANGMIN,MU_ANGMAX
1010,1030,0.0616,0.3699,0.0502,98,0,0,0,0,1,0,0,-17.8229304,5.10833869,18.0249148,-9.66436122,0,0,0,0
1012,1087,0.04934,0.20469,0.03473,149,0,0,0,0,1,0,0,-70.7606572,23.2445493,73.1372128,-17.434955,0,0,0,0
3051,1012,0.0571,0.24977,0.03804,149,0,0,0,0,1,0,0,-65.477328,18.52625,67.7706572,-12.9585952,0,0,0,0
1013,1031,0.04509,0.27078,0.03675,98,0,0,0,0,1,0,0,11.6551662,-8.57532167,-11.583061,4.86019441,0,0,0,0
1047,1013,0.00947,0.06117,0.01167,221,0,0,0,0,1,0,0,56.6534401,-11.996658,-56.3689895,12.5344768,0,0,0,0
1086,1013,0.079,0.19311,0.02529,98,0,0,0,0,1,0,0,-15.2310464,10.0116608,15.4838234,-12.2391552,0,0,0,0
1014,1047,0.03566,0.14794,0.0251,149,0,0,0,0,1,0,0,26.2479479,-2.91874193,-26.0286999,1.02253253,0,0,0,0
1014,1083,0.04105,0.18293,0.02682,149,0,0,0,0,1,0,0,-28.4679479,2.28874193,28.7691194,-3.97808207,0,0,0,0
1016,1034,0.01828,0.10976,0.01489,98,0,0,0,0,1,0,0,-16.4833486,12.8967268,16.5568644,-14.1436222,0,0,0,0
1068,1016,0.02773,0.15837,0.0238,98,0,0,0,0,1,0,0,-13.431295,-22.3649034,13.5933486,20.6538438,0,0,0,0
1018,1017,0.03227,0.07887,0.01033,98,0,0,0,0,1,0,0,24.870942,-10.6036463,-24.655298,10.0182974,0,0,0,0
1017,1029,0.03244,0.14188,0.02161,149,0,0,0,0,1,0,0,26.0484388,-41.8719796,-25.344915,42.5100037,0,0,0,0
1037,1017,0.00752,0.03352,0.00491,221,0,0,0,0,1,0,0,-64.6241831,-12.9714046,64.9324275,13.8211766,0,0,0,0
1047,1017,0.036,0.156,0.024,150,0,0,0,0,1,0,0,87.1283291,-4.78665501,-84.6655682,12.8325056,0,0,0,0
1024,1018,0.01094,0.06572,0.00892,98,0,0,0,0,1,0,0,25.0165827,-11.0857669,-24.940942,10.5836463,0,0,0,0
1019,1040,0.04978,0.20651,0.03504,149,0,0,0,0,1,0,0,-13.4993247,10.0935018,13.6468623,-13.2845297,0,0,0,0
1019,1045,0.01522,0.0372,0.00487,221,0,0,0,0,1,0,0,98.5257531,12.4393466,-97.1637345,-9.6381758,0,0,0,0
1019,1071,0.0044,0.028,0.0054,225,0,0,0,0,1,0,0,-30.2906496,50.9008361,30.431843,-50.5908923,0,0,0,0
1071,1019,0.0044,0.028,0.0054,225,0,0,0,0,1,0,0,30.431843,-50.5908923,-30.2906496,50.9008361,0,0,0,0
1019,1084,0.03,0.16,0.025,220,0,0,0,0,1,0,0,-86.2251292,15.8437594,88.3283344,-7.40266664,0,0,0,0
1021,1020,0.00327,0.07812,0,250,0,0,1,0,1,0,0,149.63,-28.7299761,-148.934571,45.3437084,0,0,0,0
1025,1020,0.00828,0.03434,0.00583,149,0,0,0,0,1,0,0,44.738288,-15.2309835,-44.5763096,15.2392233,0,0,0,0
1084,1020,0.01056,0.06337,0.0086,221,0,0,0,0,1,0,0,-46.4381141,-9.19853751,46.648983,9.49314659,0,0,0,0
1020,3059,0.0189,0.06,0.006,300,0,0,0,0,1,0,0,44.4478404,0.716655857,-44.1200279,-0.35457525,0,0,0,0
1020,3130,0.00996,0.06938,0.01134,221,0,0,0,0,1,0,0,102.414057,16.6551071,-101.471266,-11.3576122,0,0,0,0
1023,1022,0.00535,0.11733,0,250,0,0,1,0,1,0,0,135,17.0166935,-134.159712,1.41151563,0,0,0,0
1022,1028,0.01433,0.09253,0.01765,221,0,0,0,0,1,0,0,26.0649735,1.34367913,-25.9793341,-2.80356857,0,0,0,0
1022,1028,0.01433,0.09253,0.01765,221,0,0,0,0,1,0,0,26.0649735,1.34367913,-25.9793341,-2.80356857,0,0,0,0
1024,1090,0.01414,0.06303,0.00924,149,0,0,0,0,1,0,0,-88.0565827,-6.77423315,89.0884641,10.3705668,0,0,0,0
1026,1025,0.0042,0.18046,0,200,0,0,1,0,1,0,0,93.15,-6.53158438,-92.8155246,20.9028755,0,0,0,0
1027,1045,0.02505,0.10957,0.01669,221,0,0,0,0,1,0,0,-1.05829812,36.0634183,1.35863538,-36.5928669,0,0,0,0
1056,1027,0.03121,0.0763,0.00999,250,0,0,0,0,1,0,0,103.015948,-15.2055475,-100.151702,21.0472581,0,0,0,0
1028,3109,0.00428,0.01875,0.00286,250,0,0,0,0,1,0,0,41.9486683,2.76713715,-41.8819753,-2.79885205,0,0,0,0
1029,1056,0.02054,0.11733,0.01763,221,0,0,0,0,1,0,0,-57.8350849,11.1174729,58.4429455,-9.72541426,0,0,0,0
1030,1038,0.07404,0.42285,0.06354,98,0,0,0,0,1,0,0,-25.3652309,2.78879342,25.8124412,-7.41531081,0,0,0,0
1083,1030,0.06537,0.37334,0.0561,98,0,0,0,0,1,0,0,17.4676447,-5.24395586,-17.2896839,-0.104432207,0,0,0,0
1033,1032,0.00283,0.06758,0,170,0,0,1,0,1,0,0,-120.049262,53.7856855,120.469546,-43.7493619,0,0,0,0
1032,1036,0.01956,0.11746,0.01594,98,0,0,0,0,1,0,0,3.95153009,6.33147836,-3.93956847,-8.00812411,0,0,0,0
1038,1032,0.045,0.11,0.015,155,0,0,0,0,1,0,0,66.7720737,-15.8079962,-64.9031478,18.7013283,0,0,0,0
1033,1081,0.003,0.031,0.059,548,0,0,0,0,1,0,0,132.038168,-6.62416581,-131.589045,4.40355463,0,0,0,0
1033,3050,0.0139,0.136,0.262,647,0,0,0,0,1,0,0,196.511094,-28.9304768,-191.882213,43.104856,0,0,0,0
1035,1034,0.00438,0.08496,0,130,0,0,1,0,1,0,0,67.5,-11.2369241,-67.3145254,14.8346232,0,0,0,0
1067,1034,0.00795,0.04771,0.00647,98,0,0,0,0,1,0,0,-50.5751095,1.06292384,50.757661,-0.691000925,0,0,0,0
1088,1036,0.02065,0.11793,0.01772,98,0,0,0,0,1,0,0,9.68312927,-5.94889186,-9.66043153,4.15812411,0,0,0,0
1037,1071,0.00669,0.04319,0.00824,300,0,0,0,0,1,0,0,-37.6158169,-15.9985954,37.7205748,15.7951475,0,0,0,0
1039,1038,0.00201,0.08591,0,200,0,0,1,0,1,0,0,110.63,-21.2399957,-110.39529,31.2717895,0,0,0,0
1082,1038,0.01115,0.04969,0.00729,149,0,0,0,0,1,0,0,69.6000734,-15.3344614,-69.0987567,16.7468614,0,0,0,0
1083,1038,0.01,0.05,0.007,221,0,0,0,0,1,0,0,-86.1867641,27.6168723,86.9095321,-24.7953439,0,0,0,0
1040,1090,0.02991,0.13329,0.01955,149,0,0,0,0,1,0,0,-58.0068623,0.714529713,58.9501408,1.36621634,0,0,0,0
1042,1041,0.00419,0.11123,0,145,0,0,1,0,1,0,0,0,-0,0,-0,0,0,0,0
1043,1041,0.003,0.12844,0,95,0,0,1,0,1,0,0,44.1,-2.13363856,-44.0476704,4.37404422,0,0,0,0
1065,1041,0.00386,0.02203,0.00331,147,0,0,0,0,1,0,0,8.88871722,16.636937,-8.87636413,-16.9395724,0,0,0,0
1041,1067,0.00393,0.01722,0.00262,156.45,0,0,0,0,1,0,0,52.9240345,12.5655281,-52.8203821,-12.4045435,0,0,0,0
1044,3019,0.03857,0.17192,0.02521,149,0,0,0,0,1,0,0,38.2453032,-20.9085488,-37.6171416,20.8031434,0,0,0,0
3130,1044,0.02731,0.19029,0.03111,221,0,0,0,0,1,0,0,53.6842663,-14.9307535,-52.9253032,16.7485488,0,0,0,0
1045,1064,0.00545,0.03794,0.0062,221,0,0,0,0,1,0,0,-2.75490085,18.3010427,2.77305602,-18.8305573,0,0,0,0
1087,1046,0.03262,0.14269,0.02173,149,0,0,0,0,1,0,0,73.0041984,-19.7228761,-71.4094743,24.1613654,0,0,0,0
1046,3009,0.05654,0.23454,0.0398,149,0,0,0,0,1,0,0,60.3294743,-13.1962169,-58.5220465,16.0129897,0,0,0,0
1048,1047,0.00335,0.06576,0,390,0,0,1,0,1,0,0,0,-0,0,-0,0,0,0,0
1049,1047,0.00276,0.11783,0,390,0,0,1,0,1,0,0,0,-0,0,-0,0,0,0,0
1050,1047,0.00313,0.09941,0,124,0,0,1,0,1,0,0,82.7035413,-9.9199939,-82.5044116,16.2444283,0,0,0,0
1051,1047,0.0056,0.1283,0,117,0,0,1,0,1,0,0,65.3279345,-9.91999329,-65.1029296,15.0750152,0,0,0,0
1052,1047,0.00368,0.0826,0,110,0,0,1,0,1,0,0,76.9303985,-9.91999381,-76.7285532,14.4505422,0,0,0,0
1053,1047,0.0023,0.08808,0,250,0,0,1,0,1,0,0,-53.6163823,25.0482104,53.6863809,-22.3675667,0,0,0,0
1047,1085,0.00947,0.06117,0.01167,221,0,0,0,0,1,0,0,52.8964442,-7.64163847,-52.6538685,7.91176573,0,0,0,0
1053,1081,0.003,0.03,0.06,548,0,0,0,0,1,0,0,53.6163823,-25.0482104,-53.5292777,18.9849111,0,0,0,0
1054,1056,0.02202,0.09633,0.01467,149,0,0,0,0,1,0,0,-4.10136669,-20.0524625,4.17590839,18.6767521,0,0,0,0
1089,1054,0.08737,0.21357,0.02796,98,0,0,0,0,1,0,0,11.2113167,-18.1279287,-10.8886333,15.8024625,0,0,0,0
1055,1089,0.04982,0.12179,0.01595,98,0,0,0,0,1,0,0,53.0672093,-5.3218908,-51.8113167,6.62792865,0,0,0,0
1057,1056,0.00315,0.1312,0,160,0,0,1,0,1,0,0,0,-0,0,-0,0,0,0,0
1056,1061,0.02267,0.12946,0.01945,150,0,0,0,0,1,0,0,-70.2412072,32.1635018,71.40262,-27.7811978,0,0,0,0
1056,1065,0.02269,0.12962,0.01948,250,0,0,0,0,1,0,0,-95.3935943,40.3037353,97.4744582,-30.6673873,0,0,0,0
1059,1058,0.02655,0.46187,0,33,0,0,1,0,1,0,0,0,-0,0,-0,0,0,0,0
1060,1058,0.00894,0.38854,0,27,0,0,1,0,1,0,0,0,-0,0,-0,0,0,0,0
1069,1058,0.0074,0.05155,0.00843,221,0,0,0,0,1,0,0,81.5534392,-18.6507721,-81.092424,20.9140928,0,0,0,0
1069,1058,0.0074,0.05155,0.00843,221,0,0,0,0,1,0,0,81.5534392,-18.6507721,-81.092424,20.9140928,0,0,0,0
1058,1087,0.01573,0.10956,0.01791,221,0,0,0,0,1,0,0,74.362424,-22.8190928,-73.5257056,26.5971728,0,0,0,0
1058,1087,0.01573,0.10956,0.01791,221,0,0,0,0,1,0,0,74.362424,-22.8190928,-73.5257056,26.5971728,0,0,0,0
1062,1061,0.0163,0.31787,0,29,0,0,1,0,1,0,0,0,-0,0,-0,0,0,0,0
1063,1061,0.00567,0.10409,0,260,0,0,1,0,1,0,0,0,-0,0,-0,0,0,0,0
1061,3042,0.054,0.18,0.028,221,0,0,0,0,1,0,0,3.44564932,-1.93047022,-3.43994024,-1.22251007,0,0,0,0
1066,1065,0.00508,0.12315,0,200,0,0,1,0,1,0,0,106.88,-1.50152422,-106.363175,14.0304502,0,0,0,0
1088,1068,0.02962,0.16921,0.02543,98,0,0,0,0,1,0,0,46.5668707,-4.85110449,-45.968705,5.53490338,0,0,0,0
1070,1069,0.00297,0.07,0,220,0,0,1,0,1,0,0,120.38,-23.1099975,-119.970083,32.7713485,0,0,0,0
1082,1069,0.02137,0.0952,0.01396,149,0,0,0,0,1,0,0,42.8999266,-6.26553435,-42.5452437,6.2767854,0,0,0,0
1072,1071,0.00529,0.08551,0,240,0,0,1,0,1,0,0,124.647376,-12.0367759,-123.863863,24.7018402,0,0,0,0
1073,1071,0.00499,0.14254,0,240,0,0,1,0,1,0,0,128.034327,-3.83986368,-127.252347,26.1772132,0,0,0,0
1074,1071,0.00575,0.12453,0,240,0,0,1,0,1,0,0,119.791895,-5.76468345,-119.008184,22.7378237,0,0,0,0
1075,1071,0.00373,0.09967,0,240,0,0,1,0,1,0,0,144.561845,-14.6890455,-143.803366,34.9564941,0,0,0,0
1076,1071,0.00141,0.04937,0,230,0,0,1,0,1,0,0,0,-0,0,-0,0,0,0,0
1077,1071,0.00641,0.12047,0,230,0,0,1,0,1,0,0,0,-0,0,-0,0,0,0,0
1078,1071,0.00533,0.19087,0,137,0,0,1,0,1,0,0,95.4999988,-7.3885121,-95.0235752,24.4494806,0,0,0,0
1079,1071,0.00013,0.046,0,2000,0,0,1,0,1,0,0,-490.74322,160.241736,491.038025,-55.9262256,0,0,0,0
1080,1071,0.01206,0.20208,0,136,0,0,1,0,1,0,0,95.4999982,6.04331266,-94.4869528,10.9314965,0,0,0,0
1081,1071,0.00167,0.0665,0,350,0,0,1,0,1,0,0,126.109866,65.5361381,-125.819256,-53.9639679,0,0,0,0
3048,1079,0.0013,0.015,1.02,2300,0,0,0,0,1,0,0,-292.171042,-45.2613742,293.12161,-63.3909517,0,0,0,0
3048,1079,0.0013,0.015,1.02,2300,0,0,0,0,1,0,0,-292.171042,-45.2613742,293.12161,-63.3909517,0,0,0,0
1081,3058,0.0091,0.089,0.171,548,0,0,0,0,1,0,0,59.0084573,3.6665489,-58.7209905,-20.4264405,0,0,0,0
1084,3130,0.02049,0.09131,0.01339,221,0,0,0,0,1,0,0,44.7297797,-0.0287790953,-44.3629999,0.178365672,0,0,0,0
1085,1086,0.03392,0.14838,0.0226,149,0,0,0,0,1,0,0,24.6766753,-14.280166,-24.4389536,12.7827293,0,0,0,0
1090,1085,0.02018,0.13786,0.02346,221,0,0,0,0,1,0,0,-6.66860495,-2.8776319,6.67719315,0.338400287,0,0,0,0
2029,1091,0.0389,0.17144,0.0798,187,0,0,0,0,1,0,0,-18.3295903,-3.49211298,18.4398829,-5.56563494,0,0,0,0
1091,2048,0.02193,0.09667,0.045,187,0,0,0,0,1,0,0,13.2094053,-7.9841485,-13.1724632,2.73047414,0,0,0,0
2098,1091,0.00554,0.02443,0.01137,187,0,0,0,0,1,0,0,43.3611455,-11.2204302,-43.2692882,10.2597834,0,0,0,0
2022,2001,0.00839,0.03697,0.01721,187,0,0,0,0,1,0,0,65.2538078,6.2454793,-64.94558,-6.89309132,0,0,0,0
2027,2001,0.00955,0.04062,0.02032,187,0,0,0,0,1,0,0,-16.5602703,4.56085959,16.58558,-6.80690868,0,0,0,0
2003,2002,0.0003,0.01986,0,981,0,0,1,0,1,0,0,-200.638036,7.32999041,200.74217,-0.436311027,0,0,0,0
2004,2002,0.00022,0.01466,0,635,0,0,1,0,1,0,0,0,-0,0,-0,0,0,0,0
2005,2002,0.00033,0.01714,0,645,0,0,1,0,1,0,0,0,-0,0,-0,0,0,0,0
2006,2002,0.00036,0.02679,0,636,0,0,1,0,1,0,0,0,-0,0,-0,0,0,0,0
2021,2002,0.00097,0.01175,0.78032,2295,0,0,0,0,1,0,0,636.987242,4.55445885,-633.631832,-55.2575619,0,0,0,0
2002,2101,0.00031,0.0037,0.24573,2020,0,0,0,0,1,0,0,432.889661,55.6938729,-432.376203,-77.9993463,0,0,0,0
2038,2003,0.00353,0.02067,0.01032,251,0,0,0,0,1,0,0,-41.9780176,-7.669911,42.0333881,6.79877539,0,0,0,0
2003,2047,0.0013,0.0099,0.0052,310,0,0,0,0,1,0,0,158.604648,-14.1287658,-158.320902,15.6860412,0,0,0,0
2007,2114,0.00888,0.05207,0.026,251,0,0,0,0,1,0,0,-72.3473747,-5.7571859,72.7500903,5.08336251,0,0,0,0
2007,2122,0.00861,0.03661,0.01831,187,0,0,0,0,1,0,0,62.8073747,3.0571859,-62.5128447,-3.91315209,0,0,0,0
2014,2008,0.02253,0.09931,0.04623,187,0,0,0,0,1,0,0,-10.3399571,-0.103748927,10.3617291,-5.2417625,0,0,0,0
2008,2052,0.01877,0.08271,0.0385,187,0,0,0,0,1,0,0,-18.4217291,2.9617625,18.4802139,-7.23192641,0,0,0,0
2009,2049,0.01224,0.07176,0.03583,251,0,0,0,0,1,0,0,-105.762738,23.5108632,106.984919,-20.585116,0,0,0,0
2009,2082,0.00735,0.03126,0.01563,187,0,0,0,0,1,0,0,-6.32880521,76.7318403,6.70502133,-76.9487727,0,0,0,0
2109,2009,0.00725,0.03084,0.01542,250,0,0,0,0,1,0,0,-72.5639933,-31.1515323,72.9515432,30.9941056,0,0,0,0
2061,2010,0.02439,0.10748,0.05003,187,0,0,0,0,1,0,0,-18.2644355,-9.31164807,18.3413549,3.66235371,0,0,0,0
2010,2079,0.02061,0.09083,0.04228,187,0,0,0,0,1,0,0,-35.2256812,5.07151999,35.4472345,-9.20761336,0,0,0,0
2010,2091,0.02461,0.10467,0.05235,187,0,0,0,0,1,0,0,-39.9256738,11.6335666,40.2949046,-16.3640496,0,0,0,0
2012,2011,0.00044,0.03546,0,461,0,0,1,0,1,0,0,116.588029,-28.3328617,-116.534775,32.6246116,0,0,0,0
2013,2011,0.00043,0.02897,0,412,0,0,1,0,1,0,0,150.45,-28.8899995,-150.365399,34.5897158,0,0,0,0
2127,2011,0.00108,0.01307,0.86827,2020,0,0,0,0,1,0,0,-266.262427,-30.0888678,266.900175,-67.2143274,0,0,0,0
2012,2041,0.01245,0.05297,0.02649,187,0,0,0,0,1,0,0,-72.1195835,14.078596,72.689666,-14.8074755,0,0,0,0
2012,2052,0.02008,0.08851,0.0412,187,0,0,0,0,1,0,0,43.6419996,-3.64487873,-43.3202139,0.191926411,0,0,0,0
2093,2012,0.01029,0.04536,0.02111,187,0,0,0,0,1,0,0,-29.2917283,4.75582937,29.3691307,-6.92469257,0,0,0,0
2012,2123,0.00995,0.0423,0.02115,251,0,0,0,0,1,0,0,-117.479575,24.823837,118.691041,-22.1930096,0,0,0,0
2014,2029,0.01859,0.07908,0.03955,187,0,0,0,0,1,0,0,-15.0900429,-7.09625107,15.1295903,2.58211298,0,0,0,0
2015,2037,0.00862,0.03799,0.01769,187,0,0,0,0,1,0,0,10.8504086,-34.4381452,-10.7593491,32.7526766,0,0,0,0
5014,2015,0.00961,0.04237,0.01972,187,0,0,0,0,1,0,0,15.656869,-34.8721356,-15.5404086,33.1081452,0,0,0,0
2043,2016,0.00593,0.02614,0.01217,187,0,0,0,0,1,0,0,20.5657477,-9.41090084,-20.5403066,8.10708891,0,0,0,0
2069,2016,0.0084,0.03705,0.01725,280.5,0,0,0,0,1,0,0,48.9525206,26.6865844,-48.7296934,-27.7370889,0,0,0,0
2018,2017,0.00048,0.05045,0,271,0,0,1,0,1,0,0,29.2066908,-2.29819916,-29.2032155,2.66346723,0,0,0,0
2019,2017,0.0002,0.01182,0,454,0,0,1,0,1,0,0,0,-0,0,-0,0,0,0,0
2017,2096,0.00253,0.03068,2.03836,2020,0,0,0,0,1,0,0,-254.291832,-79.6073718,255.705868,-144.601917,0,0,0,0
2017,2127,0.00089,0.01081,0.71846,2020,0,0,0,0,1,0,0,283.495048,-160.597018,-282.788587,83.0777252,0,0,0,0
2018,2093,0.01163,0.05125,0.02386,187,0,0,0,0,1,0,0,-29.2066908,2.29819916,29.2917283,-4.75582937,0,0,0,0
2045,2020,0.00097,0.00548,0.00295,310,0,0,0,0,1,0,0,-164.249695,29.3298724,164.490321,-28.3016326,0,0,0,0
2055,2020,0.00102,0.00744,0.00422,409,0,0,0,0,1,0,0,212.872481,-12.1795336,-212.460321,14.7116326,0,0,0,0
2022,2021,0.00034,0.01888,0,867,0,0,1,0,1,0,0,-178.337479,-12.7503522,178.430107,17.8939132,0,0,0,0
2023,2021,0.00054,0.03406,0,319,0,0,1,0,1,0,0,83.3299997,8.92575534,-83.2980386,-6.90984071,0,0,0,0
2024,2021,0.00036,0.02425,0,391,0,0,1,0,1,0,0,166.67,16.0906112,-166.585036,-10.3673673,0,0,0,0
2113,2021,0.0001,0.00124,0.08207,2020,0,0,0,0,1,0,0,565.80523,-1.16118093,-565.534274,-5.17116404,0,0,0,0
2022,2040,0.02207,0.09391,0.04697,187,0,0,0,0,1,0,0,12.7307335,-3.78436747,-12.7000505,-1.58807023,0,0,0,0
2064,2022,0.00558,0.03156,0.01697,251,0,0,0,0,1,0,0,-88.4149579,-6.8505342,88.7929379,7.00924033,0,0,0,0
2025,2055,0.0023,0.01016,0.00473,187,0,0,0,0,1,0,0,-30.0621112,-37.8957548,30.1099263,37.5770057,0,0,0,0
2067,2025,0.00317,0.014,0.00651,187,0,0,0,0,1,0,0,9.58123728,-27.2868356,-9.55788879,26.6657548,0,0,0,0
2058,2026,0.02475,0.10526,0.05264,187,0,0,0,0,1,0,0,64.3261216,-13.2336452,-63.4463446,10.7136747,0,0,0,0
2128,2026,0.01207,0.05318,0.02475,187,0,0,0,0,1,0,0,-44.6500327,14.0283371,44.8763446,-15.9736747,0,0,0,0
2027,2090,0.01692,0.07455,0.0347,187,0,0,0,0,1,0,0,13.0102703,-5.57085959,-12.9837103,1.66427219,0,0,0,0
2028,2045,0.00363,0.02129,0.01063,251,0,0,0,0,1,0,0,-140.951068,38.5724076,141.639695,-35.7298724,0,0,0,0
2028,2109,0.01026,0.0452,0.02104,250,0,0,0,0,1,0,0,-38.5746581,-23.1847627,38.7539933,21.5715323,0,0,0,0
2112,2028,0.00369,0.02161,0.01079,310,0,0,0,0,1,0,0,-164.380587,23.5027523,165.285726,-19.4176448,0,0,0,0
2030,2106,0.0118,0.05199,0.0242,187,0,0,0,0,1,0,0,60.7020402,-10.1756184,-60.3074726,9.19617324,0,0,0,0
2122,2030,0.00737,0.0432,0.02157,251,0,0,0,0,1,0,0,108.61419,5.20362709,-107.85204,-3.18438158,0,0,0,0
2031,2048,0.02398,0.10567,0.04919,187,0,0,0,0,1,0,0,33.8474249,-13.6315088,-33.5953353,8.82888197,0,0,0,0
2031,2087,0.02177,0.09259,0.04631,187,0,0,0,0,1,0,0,-39.6174249,12.0015088,39.9422145,-16.1495573,0,0,0,0
2032,2114,0.01097,0.04834,0.0225,187,0,0,0,0,1,0,0,-56.5162583,-2.31373188,56.8177334,1.01049245,0,0,0,0
2122,2032,0.01414,0.06232,0.02901,187,0,0,0,0,1,0,0,-52.8213456,-3.19047501,53.1662583,1.36373188,0,0,0,0
2129,2033,0.00522,0.02298,0.0107,187,0,0,0,0,1,0,0,-33.0055059,6.77446802,33.0585013,-7.74670957,0,0,0,0
2033,5288,0.00925,0.03935,0.01968,187,0,0,0,0,1,0,0,-46.6285013,3.89670957,46.8090524,-5.35096914,0,0,0,0
2034,2043,0.00439,0.01867,0.00934,187,0,0,0,0,1,0,0,24.8318802,-9.18495685,-24.8057477,8.21090084,0,0,0,0
2046,2034,0.00468,0.01993,0.00997,187,0,0,0,0,1,0,0,30.2113107,-8.66468461,-30.1718802,7.67495685,0,0,0,0
2035,2066,0.01411,0.08272,0.04131,251,0,0,0,0,1,0,0,-62.5705741,13.8902613,63.0656263,-15.8982432,0,0,0,0
2035,2091,0.01863,0.10528,0.05663,251,0,0,0,0,1,0,0,57.8905741,-15.2202613,-57.3449046,11.5340496,0,0,0,0
2036,2055,0.00216,0.0092,0.0046,300,0,0,0,0,1,0,0,-87.451876,45.798752,87.638684,-45.5216341,0,0,0,0
2036,2082,0.00236,0.01003,0.00502,250,0,0,0,0,1,0,0,45.861876,-57.578752,-45.749347,57.4875952,0,0,0,0
2037,2065,0.00415,0.02434,0.01216,251,0,0,0,0,1,0,0,143.443133,-40.3426662,-142.671787,43.4126404,0,0,0,0
2110,2037,0.00307,0.01798,0.00898,251,0,0,0,0,1,0,0,136.662958,-4.86639803,-136.183783,6.59998956,0,0,0,0
2081,2038,0.00639,0.03748,0.01871,251,0,0,0,0,1,0,0,-39.2887037,-8.55750607,39.3780176,6.929911,0,0,0,0
2039,2086,0.00845,0.03725,0.01734,187,0,0,0,0,1,0,0,-51.0910905,7.21325738,51.2910423,-8.2963161,0,0,0,0
5285,2039,0.00569,0.03334,0.01665,251,0,0,0,0,1,0,0,26.796517,-12.5274248,-26.7534722,10.8996709,0,0,0,0
2039,5455,0.00371,0.02173,0.01085,251,0,0,0,0,1,0,0,72.2845628,-19.6929283,-72.1013055,19.5369029,0,0,0,0
2040,2114,0.02335,0.09932,0.04967,187,0,0,0,0,1,0,0,-29.8665827,1.07327495,30.0477909,-6.13001032,0,0,0,0
2121,2040,0.00894,0.03938,0.01833,187,0,0,0,0,1,0,0,-26.6116357,2.0953532,26.6666332,-3.99520472,0,0,0,0
2042,2041,0.00216,0.07846,0,95,0,0,1,0,1,0,0,59.7,-11.4599994,-59.6320555,13.9280217,0,0,0,0
